"MADON","MAMH","GIA","TRONGLUONG","TONGTIEN","SOLUONGDAT","KENHBANHANG","QUY","THUTRONGTUAN","BANG","LOAICUAHANG","MACUAHANG"
"33706","12806",39.7,100,39.9,1,"Tai cua hang",3,"Saturday","PE","Vat ly","42"
"33707","4386",53.9,1650,177,3,"Truc tuyen",4,"Thursday","SP","Truc tuyen","OL_28"
"33708","12338",89.9,1383,89.9,1,"Tai cua hang",4,"Monday","SP","Vat ly","67"
"33708","4234",157,1700,157,1,"Tai cua hang",4,"Monday","SP","Vat ly","56"
"33709","1551",107,400,119,1,"Tai cua hang",4,"Tuesday","RJ","Vat ly","39"
"3371","878",23.7,150,23.7,1,"Tai cua hang",1,"Saturday","SP","Vat ly","25"
"33710","10657",105.9,1300,105.9,1,"Truc tuyen",4,"Saturday","RJ","Truc tuyen","OL_21"
"33711","1469",69.9,1038,69.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","34"
"33712","9687",69.9,950,69.9,1,"Tai cua hang",1,"Saturday","SP","Vat ly","100"
"33713","18585",99.98,700,99.98,1,"Tai cua hang",4,"Sunday","SP","Vat ly","16"
"33714","14422",30,360,30,1,"Tai cua hang",3,"Sunday","SP","Vat ly","38"
"33715","15033",109.99,14950,135,1,"Truc tuyen",1,"Thursday","SP","Truc tuyen","OL_28"
"33716","5226",899.1,745,899.1,1,"Tai cua hang",4,"Tuesday","RJ","Vat ly","51"
"33717","14717",75.5,2900,75.5,1,"Truc tuyen",2,"Monday","SP","Truc tuyen","OL_24"
"33718","13085",24.99,350,24.99,1,"Tai cua hang",2,"Sunday","SP","Vat ly","24"
"33719","12641",24.9,300,26.15,1,"Tai cua hang",2,"Sunday","MG","Vat ly","81"
"3372","5893",257.4,610,284.9,1,"Tai cua hang",2,"Monday","SP","Vat ly","16"
"33720","3394",99,2000,99,1,"Truc tuyen",4,"Saturday","CE","Truc tuyen","OL_9"
"33721","8798",349.9,900,349.9,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","21"
"33722","10413",66.49,100,66.49,1,"Tai cua hang",3,"Saturday","MG","Vat ly","92"
"33723","14107",299.9,375,299.9,1,"Truc tuyen",4,"Friday","SP","Truc tuyen","OL_28"
"33724","20174",149,6550,149,1,"Truc tuyen",2,"Thursday","RS","Truc tuyen","OL_18"
"33725","20006",19.74,75,19.74,1,"Tai cua hang",4,"Saturday","RS","Vat ly","10"
"33726","9139",159.9,1285,159.9,1,"Truc tuyen",2,"Monday","SP","Truc tuyen","OL_25"
"33727","5480",57.4,1950,54.9,1,"Tai cua hang",1,"Thursday","SP","Vat ly","65"
"33728","5404",124.9,200,170.9,1,"Tai cua hang",1,"Monday","SP","Vat ly","5"
"33729","546",39.99,350,38.79,1,"Tai cua hang",3,"Saturday","MG","Vat ly","20"
"3373","3699",22.95,233,22.95,1,"Tai cua hang",1,"Saturday","BA","Vat ly","40"
"33730","16227",124.99,375,124.99,1,"Tai cua hang",4,"Wednesday","SP","Vat ly","17"
"33731","3529",89.99,250,79.99,1,"Tai cua hang",3,"Sunday","SP","Vat ly","30"
"33732","13201",25,1200,25,1,"Tai cua hang",1,"Tuesday","SP","Vat ly","17"
"33733","14890",11.99,300,23.98,2,"Tai cua hang",4,"Saturday","GO","Vat ly","26"
"33733","4382",11.99,300,11.99,1,"Tai cua hang",4,"Saturday","SP","Vat ly","38"
"33734","5531",629,12733,629,1,"Tai cua hang",2,"Monday","PA","Vat ly","23"
"33735","8950",55,343,55,1,"Tai cua hang",2,"Sunday","SP","Vat ly","2"
"33736","3878",35,100,86,1,"Tai cua hang",3,"Sunday","BA","Vat ly","33"
"33737","16376",139,8750,139,1,"Truc tuyen",2,"Wednesday","SP","Truc tuyen","OL_28"
"33738","8266",689.38,450,799,1,"Tai cua hang",1,"Saturday","BA","Vat ly","40"
"33739","6708",179,7650,359.98,2,"Tai cua hang",2,"Friday","SP","Vat ly","21"
"3374","14370",14.9,150,14.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","32"
"3374","5347",39.8,600,39.8,1,"Tai cua hang",2,"Saturday","SP","Vat ly","12"
"33740","9695",26.9,200,26.9,1,"Tai cua hang",3,"Saturday","SP","Vat ly","47"
"33741","1088",20.3,200,20.3,1,"Tai cua hang",4,"Saturday","SP","Vat ly","100"
"33742","19868",119.99,1100,119.99,1,"Tai cua hang",1,"Thursday","SP","Vat ly","41"
"33743","16612",79,5150,79,1,"Truc tuyen",1,"Friday","PR","Truc tuyen","OL_7"
"33744","17726",29.99,350,29.99,1,"Tai cua hang",3,"Sunday","SP","Vat ly","56"
"33745","14523",180.99,3800,180.99,1,"Truc tuyen",1,"Friday","SP","Truc tuyen","OL_28"
"33746","5764",54.9,150,54.9,1,"Tai cua hang",1,"Monday","BA","Vat ly","40"
"33747","9819",69.9,100,69.9,1,"Tai cua hang",1,"Monday","PR","Vat ly","73"
"33748","5118",59.9,600,59.9,1,"Truc tuyen",1,"Wednesday","SP","Truc tuyen","OL_5"
"33749","5956",89.9,550,89.9,1,"Tai cua hang",2,"Sunday","RS","Vat ly","10"
"3375","18935",265,11400,265,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","17"
"33750","10157",59.9,1650,59.9,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","95"
"33751","14828",139.99,9725,139.99,1,"Truc tuyen",1,"Saturday","MG","Truc tuyen","OL_6"
"33752","7110",619,525,619,1,"Tai cua hang",2,"Thursday","SP","Vat ly","21"
"33753","878",23.7,150,23.7,1,"Tai cua hang",1,"Saturday","SP","Vat ly","25"
"33754","19714",39.99,1800,39.99,1,"Tai cua hang",2,"Thursday","RS","Vat ly","10"
"33755","15473",38.5,1400,38.5,1,"Tai cua hang",2,"Monday","SP","Vat ly","30"
"33756","12182",14.6,200,13.89,1,"Tai cua hang",4,"Wednesday","SP","Vat ly","14"
"33757","13805",69.9,2600,279.6,4,"Tai cua hang",2,"Friday","SP","Vat ly","16"
"33758","1671",59.99,1600,59.99,1,"Truc tuyen",4,"Wednesday","RJ","Truc tuyen","OL_21"
"33759","15907",129,1300,159.5,1,"Truc tuyen",1,"Thursday","SP","Truc tuyen","OL_28"
"3376","4730",46,150,46,1,"Tai cua hang",2,"Saturday","SP","Vat ly","100"
"33760","15298",105.9,2500,105.9,1,"Tai cua hang",1,"Thursday","SP","Vat ly","24"
"33761","18512",449,4000,449,1,"Tai cua hang",2,"Monday","PE","Vat ly","44"
"33762","6966",46.4,550,46.9,1,"Tai cua hang",3,"Sunday","DF","Vat ly","49"
"33763","12813",59.9,2050,59.9,1,"Truc tuyen",1,"Saturday","SP","Truc tuyen","OL_28"
"33764","4582",53.9,1750,53.9,1,"Truc tuyen",1,"Thursday","MG","Truc tuyen","OL_3"
"33764","5370",53.9,1550,107.8,2,"Truc tuyen",1,"Thursday","MG","Truc tuyen","OL_3"
"33765","9752",107.9,400,107.9,1,"Truc tuyen",4,"Saturday","SP","Truc tuyen","OL_5"
"33766","472",27.3,300,27.3,1,"Tai cua hang",1,"Saturday","SP","Vat ly","25"
"33767","18544",44,1900,44,1,"Truc tuyen",2,"Monday","SP","Truc tuyen","OL_28"
"33768","6588",64,745,64,1,"Truc tuyen",2,"Saturday","SP","Truc tuyen","OL_28"
"3377","11966",163.99,2200,163.99,1,"Tai cua hang",1,"Friday","MG","Vat ly","3"
"33770","8819",285,900,285,1,"Tai cua hang",4,"Thursday","SP","Vat ly","34"
"33771","6336",85,275,85,1,"Tai cua hang",3,"Saturday","SP","Vat ly","34"
"33772","17701",83.9,7400,83.9,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","82"
"33773","5010",149.9,533,149.9,1,"Tai cua hang",4,"Monday","RS","Vat ly","10"
"33774","18734",39,150,39,1,"Tai cua hang",1,"Saturday","MG","Vat ly","3"
"33775","13205",56.99,75,113.98,2,"Tai cua hang",2,"Saturday","DF","Vat ly","53"
"33776","19065",34.3,1700,34.99,1,"Truc tuyen",1,"Sunday","SP","Truc tuyen","OL_28"
"33777","14463",90,283,90,1,"Tai cua hang",1,"Saturday","RS","Vat ly","10"
"33778","9250",29.49,200,27.55,1,"Tai cua hang",2,"Sunday","SP","Vat ly","16"
"33779","9303",152,500,152,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","30"
"3378","17845",69.99,281,69.99,1,"Tai cua hang",2,"Sunday","SP","Vat ly","43"
"33780","16799",149,6550,149.99,1,"Tai cua hang",4,"Saturday","RJ","Vat ly","8"
"33781","10056",58.99,200,58.99,1,"Tai cua hang",2,"Sunday","SP","Vat ly","14"
"33782","5410",59.9,7000,59.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","75"
"33783","16685",110.32,150,110.32,1,"Tai cua hang",2,"Sunday","SP","Vat ly","93"
"33784","12385",199.99,550,199.99,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","17"
"35474","3519",27.5,525,27.5,1,"Tai cua hang",1,"Saturday","CE","Vat ly","79"
"35475","18288",349.9,525,349.9,1,"Tai cua hang",1,"Saturday","SP","Vat ly","52"
"35476","18921",80,133,59,1,"Truc tuyen",4,"Sunday","DF","Truc tuyen","OL_4"
"35477","10505",59.9,900,59.9,1,"Tai cua hang",2,"Saturday","DF","Vat ly","49"
"35478","11166",358.9,1000,358.9,1,"Tai cua hang",1,"Wednesday","MG","Vat ly","3"
"35479","2739",29,200,29,1,"Tai cua hang",2,"Saturday","MG","Vat ly","96"
"3548","15201",14.95,213,14.95,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","80"
"35480","13242",124.9,800,124.9,1,"Tai cua hang",4,"Friday","SP","Vat ly","14"
"35481","9653",299,8500,299,1,"Truc tuyen",2,"Sunday","SP","Truc tuyen","OL_28"
"35482","10056",58.99,200,58.99,1,"Tai cua hang",3,"Saturday","SP","Vat ly","14"
"35483","18170",66.89,733,66.89,1,"Truc tuyen",2,"Wednesday","SP","Truc tuyen","OL_20"
"35484","18724",50,6600,50,1,"Tai cua hang",3,"Monday","SP","Vat ly","19"
"35485","9082",34.97,263,34.97,1,"Tai cua hang",3,"Sunday","SP","Vat ly","100"
"35486","12285",299.9,1571,299.9,1,"Tai cua hang",3,"Friday","MG","Vat ly","96"
"35487","6022",59,473,59,1,"Tai cua hang",1,"Wednesday","DF","Vat ly","27"
"35488","9475",39.99,150,79.98,2,"Tai cua hang",1,"Sunday","DF","Vat ly","31"
"35489","8752",24.5,100,32.5,1,"Tai cua hang",1,"Sunday","SP","Vat ly","64"
"3549","16688",67.99,450,69.99,1,"Tai cua hang",3,"Saturday","SP","Vat ly","71"
"35490","11535",11,333,11.49,1,"Tai cua hang",2,"Friday","RS","Vat ly","13"
"35491","13679",12.25,175,12.25,1,"Truc tuyen",1,"Sunday","RJ","Truc tuyen","OL_21"
"35492","4749",219.9,11850,219.9,1,"Truc tuyen",4,"Sunday","SP","Truc tuyen","OL_28"
"35493","8950",55,343,55,1,"Tai cua hang",2,"Sunday","SP","Vat ly","2"
"35494","16783",59.9,3000,59.9,1,"Truc tuyen",3,"Sunday","MG","Truc tuyen","OL_3"
"35495","17985",29.9,250,29.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","100"
"35496","8687",17.5,255,35,2,"Tai cua hang",3,"Tuesday","SP","Vat ly","24"
"35497","7649",82,1450,84.9,1,"Tai cua hang",2,"Friday","RS","Vat ly","10"
"35498","16739",59,250,59,1,"Truc tuyen",1,"Saturday","SP","Truc tuyen","OL_28"
"35499","96",13.9,250,27.8,2,"Tai cua hang",2,"Saturday","SP","Vat ly","12"
"355","13189",195,6700,195,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","100"
"3550","20012",111.95,1100,114,1,"Tai cua hang",4,"Tuesday","PE","Vat ly","44"
"35500","19605",129.98,13867,139.94,1,"Truc tuyen",1,"Saturday","SP","Truc tuyen","OL_28"
"35501","18985",12.45,1200,30,2,"Truc tuyen",1,"Tuesday","RJ","Truc tuyen","OL_26"
"35502","19973",81.49,1200,99.49,1,"Tai cua hang",1,"Friday","SC","Vat ly","59"
"35503","624",324,14900,349,1,"Truc tuyen",3,"Monday","RJ","Truc tuyen","OL_21"
"35504","19580",40.9,250,40.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","11"
"35505","2968",27.99,300,27.99,1,"Truc tuyen",2,"Saturday","SP","Truc tuyen","OL_28"
"35506","1964",83.49,225,83.49,1,"Tai cua hang",2,"Sunday","SP","Vat ly","62"
"35507","5067",35.33,550,35.33,1,"Tai cua hang",3,"Monday","BA","Vat ly","33"
"35508","15480",29.9,950,29.9,1,"Tai cua hang",1,"Sunday","SP","Vat ly","34"
"35509","1048",35.9,300,35.9,1,"Tai cua hang",2,"Sunday","SP","Vat ly","2"
"3551","18330",79.9,180,109.9,1,"Tai cua hang",4,"Sunday","BA","Vat ly","33"
"35510","4059",274.9,269,274.9,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","100"
"35511","3061",9.99,900,49.95,5,"Tai cua hang",4,"Sunday","MG","Vat ly","81"
"35512","18358",148,125,169.9,1,"Tai cua hang",4,"Sunday","MG","Vat ly","74"
"35513","5973",190,1000,190,1,"Truc tuyen",4,"Saturday","RS","Truc tuyen","OL_18"
"35514","3271",48.9,600,48.9,1,"Tai cua hang",2,"Sunday","SP","Vat ly","32"
"35515","17715",225.99,1450,225.99,1,"Tai cua hang",1,"Monday","SP","Vat ly","62"
"35516","18681",349,500,349,1,"Tai cua hang",4,"Monday","RJ","Vat ly","63"
"35517","10927",29,250,29,1,"Tai cua hang",1,"Sunday","SP","Vat ly","91"
"35518","8352",65,300,65,1,"Tai cua hang",1,"Saturday","MG","Vat ly","20"
"35519","4582",53.9,1750,59.9,1,"Truc tuyen",4,"Monday","RJ","Truc tuyen","OL_21"
"3552","18607",19.9,250,19.9,1,"Tai cua hang",4,"Sunday","SP","Vat ly","100"
"35520","7578",114,958,114,1,"Tai cua hang",4,"Wednesday","DF","Vat ly","27"
"35521","6170",181,2050,181,1,"Tai cua hang",4,"Friday","PE","Vat ly","42"
"35522","20086",19.9,200,19.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","30"
"35523","16623",135,1533,140,1,"Truc tuyen",3,"Monday","PE","Truc tuyen","OL_19"
"35524","16778",9.99,100,9.99,1,"Tai cua hang",2,"Sunday","DF","Vat ly","49"
"35525","13190",95,2200,110,1,"Truc tuyen",3,"Thursday","SP","Truc tuyen","OL_13"
"35526","7410",24.8,150,24.8,1,"Tai cua hang",3,"Wednesday","RJ","Vat ly","51"
"35527","7552",597.9,1200,597.9,1,"Tai cua hang",1,"Wednesday","SP","Vat ly","55"
"35528","17985",29.9,250,59.8,2,"Tai cua hang",2,"Wednesday","SP","Vat ly","100"
"35529","603",289,450,289,1,"Truc tuyen",4,"Saturday","SP","Truc tuyen","OL_11"
"3553","17639",145,3700,145,1,"Truc tuyen",2,"Tuesday","PE","Truc tuyen","OL_19"
"35530","17951",59,200,59,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","52"
"35531","15978",47,1200,45,1,"Tai cua hang",2,"Thursday","MG","Vat ly","86"
"35532","8334",179.99,283,179.99,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","22"
"35533","12354",49.6,1000,49.6,1,"Truc tuyen",2,"Monday","SP","Truc tuyen","OL_28"
"35534","4360",49.9,200,149.7,3,"Tai cua hang",4,"Monday","SP","Vat ly","2"
"35535","7439",199.08,350,199.08,1,"Tai cua hang",4,"Wednesday","SP","Vat ly","16"
"35536","6725",225,8950,450,2,"Truc tuyen",3,"Wednesday","RS","Truc tuyen","OL_18"
"35537","9522",42.99,1200,42.99,1,"Truc tuyen",2,"Sunday","PR","Truc tuyen","OL_7"
"35538","18714",59.9,500,59.9,1,"Truc tuyen",2,"Saturday","MG","Truc tuyen","OL_3"
"35538","18817",35,1400,35,1,"Truc tuyen",2,"Saturday","MG","Truc tuyen","OL_3"
"35539","1827",149.87,517,220,1,"Tai cua hang",4,"Monday","SC","Vat ly","57"
"3554","3365",94.5,641,94.5,1,"Tai cua hang",2,"Sunday","SP","Vat ly","30"
"35540","9915",79,350,79,1,"Tai cua hang",4,"Monday","BA","Vat ly","50"
"35541","8752",24.5,100,24.5,1,"Truc tuyen",4,"Sunday","SP","Truc tuyen","OL_28"
"35542","12108",114.5,5150,159,1,"Tai cua hang",4,"Monday","SP","Vat ly","30"
"35543","7881",84.99,550,84.99,1,"Tai cua hang",2,"Sunday","MG","Vat ly","74"
"35544","18270",119.9,14150,119.9,1,"Tai cua hang",3,"Thursday","SP","Vat ly","18"
"35545","8646",68,1683,68,1,"Truc tuyen",2,"Thursday","MG","Truc tuyen","OL_3"
"35546","3449",109.9,5200,213.8,2,"Truc tuyen",3,"Friday","SP","Truc tuyen","OL_14"
"35547","16836",28.5,250,25,1,"Tai cua hang",1,"Wednesday","DF","Vat ly","1"
"35548","19504",160.99,2250,160.99,1,"Tai cua hang",4,"Saturday","SP","Vat ly","80"
"35549","5520",166.99,2350,176.99,1,"Truc tuyen",1,"Saturday","SP","Truc tuyen","OL_5"
"3555","19295",34.9,350,34.9,1,"Tai cua hang",1,"Sunday","SP","Vat ly","41"
"35550","17495",29.9,400,29.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","47"
"35551","13303",139.5,420,152.5,1,"Tai cua hang",2,"Sunday","RS","Vat ly","13"
"35552","9341",74.9,1800,74.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","80"
"35553","4148",15.55,250,15.55,1,"Tai cua hang",1,"Saturday","SP","Vat ly","47"
"35554","4582",53.9,1750,107.8,2,"Tai cua hang",2,"Monday","SP","Vat ly","5"
"35555","4633",51.9,1100,51.9,1,"Truc tuyen",3,"Sunday","SP","Truc tuyen","OL_11"
"35556","10272",77.7,2000,155.4,2,"Truc tuyen",3,"Monday","SP","Truc tuyen","OL_28"
"35557","17051",74.99,12000,74.99,1,"Truc tuyen",2,"Sunday","RJ","Truc tuyen","OL_21"
"35558","13363",299,500,299,1,"Tai cua hang",4,"Sunday","SP","Vat ly","11"
"35559","14768",69.9,350,139.8,2,"Tai cua hang",2,"Wednesday","SP","Vat ly","12"
"3556","11834",137.9,233,144.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","52"
"35560","6010",87.97,1400,87.97,1,"Tai cua hang",2,"Wednesday","DF","Vat ly","1"
"35561","5928",89.9,150,89.9,1,"Tai cua hang",2,"Sunday","SP","Vat ly","17"
"35562","7881",84.99,550,79.99,1,"Tai cua hang",2,"Sunday","MG","Vat ly","74"
"35563","9192",25.49,463,76.47,3,"Tai cua hang",2,"Thursday","RJ","Vat ly","39"
"35564","7573",36.4,350,36.4,1,"Tai cua hang",3,"Saturday","SP","Vat ly","46"
"35565","5456",99.9,8750,99.9,1,"Tai cua hang",4,"Monday","MG","Vat ly","20"
"35566","4985",69,1700,69,1,"Tai cua hang",3,"Sunday","BA","Vat ly","33"
"35567","14049",64.99,350,64.99,1,"Tai cua hang",3,"Friday","RJ","Vat ly","39"
"35568","9499",495,4550,495,1,"Truc tuyen",3,"Wednesday","PE","Truc tuyen","OL_19"
"35569","1656",399,6650,399,1,"Truc tuyen",2,"Tuesday","SP","Truc tuyen","OL_28"
"3557","4515",30,500,30,1,"Truc tuyen",3,"Saturday","SP","Truc tuyen","OL_28"
"35570","17633",299.99,1582,299.99,1,"Tai cua hang",4,"Thursday","RS","Vat ly","13"
"35571","3329",59.9,750,59.9,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","43"
"35572","10113",29.99,500,29.99,1,"Tai cua hang",1,"Saturday","SP","Vat ly","5"
"35573","5948",119,538,119,1,"Tai cua hang",4,"Friday","SP","Vat ly","24"
"35574","12793",12.77,163,12.67,1,"Tai cua hang",1,"Sunday","SP","Vat ly","64"
"35575","11134",129.95,9950,129.95,1,"Truc tuyen",2,"Monday","SP","Truc tuyen","OL_28"
"35575","1996",45.9,7650,45.9,1,"Truc tuyen",2,"Monday","SP","Truc tuyen","OL_28"
"35576","16698",72.5,650,72.5,1,"Tai cua hang",3,"Saturday","SP","Vat ly","100"
"35577","6215",39,1000,39.9,1,"Truc tuyen",2,"Wednesday","SP","Truc tuyen","OL_28"
"35578","16066",134.9,650,134.9,1,"Tai cua hang",3,"Saturday","RJ","Vat ly","8"
"35579","3664",30,150,90,3,"Truc tuyen",2,"Thursday","SP","Truc tuyen","OL_28"
"3558","20096",79,2035,153.96,2,"Tai cua hang",3,"Wednesday","RJ","Vat ly","51"
"35580","13364",59.99,367,59.99,1,"Tai cua hang",1,"Tuesday","SP","Vat ly","77"
"35581","18024",179.99,929,179.99,1,"Tai cua hang",3,"Saturday","MG","Vat ly","20"
"35582","10539",69,500,69,1,"Tai cua hang",1,"Saturday","RJ","Vat ly","51"
"35583","12722",66.74,413,66.74,1,"Tai cua hang",1,"Saturday","SP","Vat ly","30"
"35584","8083",159,275,159,1,"Tai cua hang",4,"Friday","SP","Vat ly","100"
"35585","5065",79.9,1225,79.9,1,"Tai cua hang",3,"Saturday","SP","Vat ly","19"
"35586","1970",48.99,1200,146.97,3,"Truc tuyen",4,"Tuesday","RS","Truc tuyen","OL_18"
"35587","5718",19.99,150,19.99,1,"Tai cua hang",3,"Friday","PA","Vat ly","23"
"35588","1806",99,400,99,1,"Tai cua hang",4,"Saturday","RS","Vat ly","13"
"35589","13714",119.6,2600,119.6,1,"Truc tuyen",1,"Saturday","SP","Truc tuyen","OL_13"
"37172","13444",34,250,29,1,"Tai cua hang",4,"Sunday","PE","Vat ly","48"
"37172","2739",29,200,29,1,"Tai cua hang",4,"Sunday","MG","Vat ly","96"
"37173","19901",11.55,175,11.55,1,"Truc tuyen",2,"Sunday","DF","Truc tuyen","OL_4"
"37174","6118",37.99,150,37.99,1,"Tai cua hang",1,"Thursday","SP","Vat ly","77"
"37175","2440",45,550,65,1,"Truc tuyen",4,"Saturday","SP","Truc tuyen","OL_13"
"37176","18940",38.9,225,41.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","61"
"37177","14873",49.9,200,54.9,1,"Tai cua hang",3,"Friday","DF","Vat ly","53"
"37178","943",53.9,1800,119.8,2,"Tai cua hang",3,"Monday","SP","Vat ly","100"
"37179","17600",395.6,8600,395.6,1,"Truc tuyen",2,"Sunday","PR","Truc tuyen","OL_7"
"3718","12890",99.77,1675,99.77,1,"Truc tuyen",3,"Thursday","SP","Truc tuyen","OL_28"
"37180","10631",69.99,500,69.99,1,"Tai cua hang",4,"Saturday","SP","Vat ly","30"
"37181","19106",69.9,800,69.9,1,"Tai cua hang",3,"Sunday","PR","Vat ly","73"
"37182","14433",109.9,50,109.9,1,"Truc tuyen",4,"Thursday","GO","Truc tuyen","OL_10"
"37183","10528",138.98,3000,138.98,1,"Truc tuyen",3,"Sunday","RJ","Truc tuyen","OL_15"
"37184","19539",55.99,350,55.99,1,"Tai cua hang",2,"Sunday","SP","Vat ly","5"
"37185","14447",85.12,2150,92.95,1,"Tai cua hang",3,"Wednesday","CE","Vat ly","89"
"37186","515",89.9,700,89.9,1,"Tai cua hang",3,"Saturday","SP","Vat ly","18"
"37187","885",122.9,1500,135.9,1,"Tai cua hang",1,"Monday","SP","Vat ly","18"
"37188","11903",16.9,300,16.9,1,"Tai cua hang",3,"Saturday","SP","Vat ly","77"
"37188","4447",16.9,350,16.9,1,"Tai cua hang",3,"Saturday","PE","Vat ly","42"
"37188","8861",14,250,14,1,"Tai cua hang",3,"Saturday","GO","Vat ly","35"
"37189","19850",121.9,100,121.9,1,"Tai cua hang",4,"Thursday","DF","Vat ly","27"
"3719","6637",39.6,1450,39.6,1,"Truc tuyen",3,"Thursday","RJ","Truc tuyen","OL_21"
"37190","6328",23.99,300,23.99,1,"Tai cua hang",3,"Saturday","SP","Vat ly","22"
"37191","10744",79.9,1100,79.9,1,"Truc tuyen",1,"Sunday","RJ","Truc tuyen","OL_21"
"37192","8750",845,7350,845,1,"Tai cua hang",4,"Monday","SP","Vat ly","66"
"37193","12038",14.2,150,14.2,1,"Tai cua hang",2,"Sunday","SP","Vat ly","78"
"37194","2439",229.99,1800,229.99,1,"Truc tuyen",3,"Tuesday","SC","Truc tuyen","OL_8"
"37195","20234",249.9,14600,249.9,1,"Tai cua hang",1,"Friday","SP","Vat ly","25"
"37196","4059",274.9,269,270,1,"Tai cua hang",1,"Wednesday","SP","Vat ly","100"
"37197","363",69.77,100,69.77,1,"Tai cua hang",1,"Sunday","SP","Vat ly","30"
"37198","7784",139,300,139,1,"Tai cua hang",4,"Thursday","SP","Vat ly","5"
"37199","611",75,2200,75,1,"Tai cua hang",2,"Sunday","SP","Vat ly","47"
"372","16226",30,450,32,1,"Tai cua hang",2,"Saturday","SP","Vat ly","64"
"3720","816",109.9,396,98.9,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","47"
"37200","17665",89,200,158,2,"Tai cua hang",1,"Friday","RJ","Vat ly","63"
"37201","5771",55.9,100,55.9,1,"Tai cua hang",1,"Wednesday","MG","Vat ly","37"
"37202","15931",79,700,79,1,"Tai cua hang",4,"Sunday","RJ","Vat ly","70"
"37203","8577",75.9,400,303.6,4,"Tai cua hang",4,"Sunday","SP","Vat ly","93"
"37204","4360",49.9,200,49.9,1,"Tai cua hang",4,"Sunday","SP","Vat ly","2"
"37205","16859",277,363,348.8,1,"Truc tuyen",4,"Tuesday","SP","Truc tuyen","OL_28"
"37206","129",99.9,1350,99.9,1,"Tai cua hang",1,"Tuesday","SP","Vat ly","94"
"37207","10236",109,3300,109.9,1,"Truc tuyen",2,"Wednesday","SP","Truc tuyen","OL_27"
"37208","5777",32.9,800,65.8,2,"Tai cua hang",1,"Sunday","RJ","Vat ly","63"
"37209","3606",130,6300,130,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","56"
"3721","13574",15.9,375,15.9,1,"Tai cua hang",3,"Sunday","PE","Vat ly","90"
"37210","8230",49.4,700,48.9,1,"Tai cua hang",2,"Sunday","DF","Vat ly","27"
"37211","99",16.5,125,16.5,1,"Tai cua hang",2,"Sunday","SP","Vat ly","43"
"37212","19098",6.19,350,6.19,1,"Tai cua hang",3,"Sunday","SP","Vat ly","55"
"37213","5470",49.98,1110,49.99,1,"Truc tuyen",2,"Wednesday","SP","Truc tuyen","OL_11"
"37214","18761",159.99,10975,149.99,1,"Truc tuyen",1,"Wednesday","SP","Truc tuyen","OL_29"
"37215","6662",114.9,2600,114.9,1,"Truc tuyen",4,"Wednesday","SP","Truc tuyen","OL_29"
"37216","17103",76.99,992,76.99,1,"Tai cua hang",3,"Tuesday","PR","Vat ly","28"
"37217","6210",56.99,875,80,1,"Tai cua hang",2,"Saturday","SP","Vat ly","36"
"37218","11390",589,18050,589,1,"Tai cua hang",3,"Wednesday","SP","Vat ly","5"
"37219","17532",11.89,1300,11.89,1,"Truc tuyen",1,"Friday","BA","Truc tuyen","OL_22"
"3722","4549",95.15,220,95.15,1,"Tai cua hang",1,"Wednesday","DF","Vat ly","49"
"37220","15576",19.9,400,19.9,1,"Tai cua hang",1,"Monday","SP","Vat ly","100"
"37221","619",45.9,600,45.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","55"
"37222","19054",184,250,184,1,"Tai cua hang",2,"Saturday","MG","Vat ly","37"
"37223","7137",129,9850,258,2,"Truc tuyen",2,"Monday","SP","Truc tuyen","OL_11"
"37224","13385",49,350,49,1,"Tai cua hang",1,"Sunday","SP","Vat ly","47"
"37225","8107",24.99,300,24.99,1,"Truc tuyen",1,"Friday","SP","Truc tuyen","OL_28"
"37226","3529",89.99,250,89.99,1,"Tai cua hang",1,"Saturday","SP","Vat ly","30"
